unita,aria,acqua,potenza,ct,termico
HR,24,24,18.2,No,No
HR,24,25,18.2,No,No
HR,24,26,18.2,No,No
HR,24,27,18.2,No,No
HR,24,28,18.2,No,No
HR,24,29,18.2,No,No
HR,24,30,18.2,No,No
HR,24,31,18.2,No,No
HR,24,32,18.2,No,No
HR,24,33,18.2,No,No
HR,24,34,18.2,No,No
HR,24,35,18.2,No,No
HR,24,36,18.2,No,No
HR,24,37,18.2,No,No
HR,24,38,18.2,No,No
HR,24,39,18.2,No,No
HR,24,40,18.2,No,No
HR,25,3,17,No,No
HR,25,4,17.2,No,No
HR,25,5,17.4,No,No
HR,25,6,17.5,No,No
HR,25,7,17.7,No,No
HR,25,8,17.9,No,No
HR,25,9,18.1,No,No
HR,25,10,18.2,No,No
HR,25,11,18.2,No,No
HR,25,12,18.2,No,No
HR,25,13,18.2,No,No
HR,25,14,18.2,No,No
HR,25,15,18.2,No,No
HR,25,16,18.2,No,No
HR,25,17,18.2,No,No
HR,25,18,18.2,No,No
HR,25,19,18.2,No,No
HR,25,20,18.2,No,No
HR,25,21,18.2,No,No
HR,25,22,18.2,No,No
HR,25,23,18.2,No,No
HR,25,24,18.2,No,No
HR,25,25,18.2,No,No
HR,25,26,18.2,No,No
HR,25,27,18.2,No,No
HR,25,28,18.2,No,No
HR,25,29,18.2,No,No
HR,25,30,18.2,No,No
HR,25,31,18.2,No,No
HR,25,32,18.2,No,No
HR,25,33,18.2,No,No
HR,25,34,18.2,No,No
HR,25,35,18.2,No,No
HR,25,36,18.2,No,No
HR,25,37,18.2,No,No
HR,25,38,18.2,No,No
HR,25,39,18.2,No,No
HR,25,40,18.2,No,No
HR,26,3,16.8,No,No
HR,26,4,17.1,No,No
HR,26,5,17.3,No,No
HR,26,6,17.5,No,No
HR,26,7,17.7,No,No
HR,26,8,17.9,No,No
HR,26,9,18.1,No,No
HR,26,10,18.2,No,No
HR,26,11,18.2,No,No
HR,26,12,18.2,No,No
HR,26,13,18.2,No,No
HR,26,14,18.2,No,No
HR,26,15,18.2,No,No
HR,26,16,18.2,No,No
HR,26,17,18.2,No,No
HR,26,18,18.2,No,No
HR,26,19,18.2,No,No
HR,26,20,18.2,No,No
HR,26,21,18.2,No,No
HR,26,22,18.2,No,No
HR,26,23,18.2,No,No
HR,26,24,18.2,No,No
HR,26,25,18.2,No,No
HR,26,26,18.2,No,No
HR,26,27,18.2,No,No
HR,26,28,18.2,No,No
HR,26,29,18.2,No,No
HR,26,30,18.2,No,No
HR,26,31,18.2,No,No
HR,26,32,18.2,No,No
HR,26,33,18.2,No,No
HR,26,34,18.2,No,No
HR,26,35,18.2,No,No
HR,26,36,18.2,No,No
HR,26,37,18.2,No,No
HR,26,38,18.2,No,No
HR,26,39,18.2,No,No
HR,26,40,18.2,No,No
HR,27,3,16.5,No,No
HR,27,4,16.9,No,No
HR,27,5,17.3,No,No
HR,27,6,17.5,No,No
HR,27,7,17.7,No,No
HR,27,8,17.9,No,No
HR,27,9,18.1,No,No
HR,27,10,18.2,No,No
HR,27,11,18.2,No,No
HR,27,12,18.2,No,No
HR,27,13,18.2,No,No
HR,27,14,18.2,No,No
HR,27,15,18.2,No,No
HR,27,16,18.2,No,No
HR,27,17,18.2,No,No
HR,27,18,18.2,No,No
HR,27,19,18.2,No,No
HR,27,20,18.2,No,No
HR,27,21,18.2,No,No
HR,27,22,18.2,No,No
HR,27,23,18.2,No,No
HR,27,24,18.2,No,No
HR,27,25,18.2,No,No
HR,27,26,18.2,No,No
HR,27,27,18.2,No,No
HR,27,28,18.2,No,No
HR,27,29,18.2,No,No
HR,27,30,18.2,No,No
HR,27,31,18.2,No,No
HR,27,32,18.2,No,No
HR,27,33,18.2,No,No
HR,27,34,18.2,No,No
HR,27,35,18.2,No,No
HR,27,36,18.2,No,No
HR,27,37,18.2,No,No
HR,27,38,18.2,No,No
HR,27,39,18.2,No,No
HR,27,40,18.2,No,No
HR,28,3,16.3,No,No
HR,28,4,16.8,No,No
HR,28,5,17.3,No,No
HR,28,6,17.5,No,No
HR,28,7,17.7,No,No
HR,28,8,17.9,No,No
HR,28,9,18.1,No,No
HR,28,10,18.2,No,No
HR,28,11,18.2,No,No
HR,28,12,18.2,No,No
HR,28,13,18.2,No,No
HR,28,14,18.2,No,No
HR,28,15,18.2,No,No
HR,28,16,18.2,No,No
HR,28,17,18.2,No,No
HR,28,18,18.2,No,No
HR,28,19,18.2,No,No
HR,28,20,18.2,No,No
HR,28,21,18.2,No,No
HR,28,22,18.2,No,No
HR,28,23,18.2,No,No
HR,28,24,18.2,No,No
HR,28,25,18.2,No,No
HR,28,26,18.2,No,No
HR,28,27,18.2,No,No
HR,28,28,18.2,No,No
HR,28,29,18.2,No,No
HR,28,30,18.2,No,No
HR,28,31,18.2,No,No
HR,28,32,18.2,No,No
HR,28,33,18.2,No,No
HR,28,34,18.2,No,No
HR,28,35,18.2,No,No
HR,28,36,18.2,No,No
HR,28,37,18.2,No,No
HR,28,38,18.2,No,No
HR,28,39,18.2,No,No
HR,28,40,18.2,No,No
HR,29,3,16,No,No
HR,29,4,16.6,No,No
HR,29,5,17.2,No,No
HR,29,6,17.5,No,No
HR,29,7,17.7,No,No
HR,29,8,17.9,No,No
HR,29,9,18.1,No,No
HR,29,10,18.2,No,No
HR,29,11,18.2,No,No
HR,29,12,18.2,No,No
HR,29,13,18.2,No,No
HR,29,14,18.2,No,No
HR,29,15,18.2,No,No
HR,29,16,18.2,No,No
HR,29,17,18.2,No,No
HR,29,18,18.2,No,No
HR,29,19,18.2,No,No
HR,29,20,18.2,No,No
HR,29,21,18.2,No,No
HR,29,22,18.2,No,No
HR,29,23,18.2,No,No
HR,29,24,18.2,No,No
HR,29,25,18.2,No,No
HR,29,26,18.2,No,No
HR,29,27,18.2,No,No
HR,29,28,18.2,No,No
HR,29,29,18.2,No,No
HR,29,30,18.2,No,No
HR,29,31,18.2,No,No
HR,29,32,18.2,No,No
HR,29,33,18.2,No,No
HR,29,34,18.2,No,No
HR,29,35,18.2,No,No
HR,29,36,18.2,No,No
HR,29,37,18.2,No,No
HR,29,38,18.2,No,No
HR,29,39,18.2,No,No
HR,29,40,18.2,No,No
HR,30,3,15.8,No,No
HR,30,4,16.5,No,No
HR,30,5,17.2,No,No
HR,30,6,17.5,No,No
HR,30,7,17.7,No,No
HR,30,8,17.9,No,No
HR,30,9,18.1,No,No
HR,30,10,18.2,No,No
HR,30,11,18.2,No,No
HR,30,12,18.2,No,No
HR,30,13,18.2,No,No
HR,30,14,18.2,No,No
HR,30,15,18.2,No,No
HR,30,16,18.2,No,No
HR,30,17,18.2,No,No
HR,30,18,18.2,No,No
HR,30,19,18.2,No,No
HR,30,20,18.2,No,No
HR,30,21,18.2,No,No
HR,30,22,18.2,No,No
HR,30,23,18.2,No,No
HR,30,24,18.2,No,No
HR,30,25,18.2,No,No
HR,30,26,18.2,No,No
HR,30,27,18.2,No,No
HR,30,28,18.2,No,No
HR,30,29,18.2,No,No
HR,30,30,18.2,No,No
HR,30,31,18.2,No,No
HR,30,32,18.2,No,No
HR,30,33,18.2,No,No
HR,30,34,18.2,No,No
HR,30,35,18.2,No,No
HR,30,36,18.2,No,No
HR,30,37,18.2,No,No
HR,30,38,18.2,No,No
HR,30,39,18.2,No,No
HR,30,40,18.2,No,No
HR,31,3,15.3,No,No
HR,31,4,16.1,No,No
HR,31,5,17,No,No
HR,31,6,17.4,No,No
HR,31,7,17.7,No,No
HR,31,8,17.9,No,No
HR,31,9,18.1,No,No
HR,31,10,18,No,No
HR,31,11,18,No,No
HR,31,12,18,No,No
HR,31,13,18,No,No
HR,31,14,18,No,No
HR,31,15,18,No,No
HR,31,16,18,No,No
HR,31,17,18,No,No
HR,31,18,18,No,No
HR,31,19,18,No,No
HR,31,20,18,No,No
HR,31,21,18,No,No
HR,31,22,18,No,No
HR,31,23,18,No,No
HR,31,24,18,No,No
HR,31,25,18,No,No
HR,31,26,18,No,No
HR,31,27,18,No,No
HR,31,28,18,No,No
HR,31,29,18,No,No
HR,31,30,18,No,No
HR,31,31,18,No,No
HR,31,32,18,No,No
HR,31,33,18,No,No
HR,31,34,18,No,No
HR,31,35,18,No,No
HR,31,36,18,No,No
HR,31,37,18,No,No
HR,31,38,18,No,No
HR,31,39,18,No,No
HR,31,40,18,No,No
HR,32,3,14.7,No,No
HR,32,4,15.8,No,No
HR,32,5,16.8,No,No
HR,32,6,17.3,No,No
HR,32,7,17.7,No,No
HR,32,8,17.9,No,No
HR,32,9,18.1,No,No
HR,32,10,17.8,No,No
HR,32,11,17.8,No,No
HR,32,12,17.8,No,No
HR,32,13,17.8,No,No
HR,32,14,17.8,No,No
HR,32,15,17.8,No,No
HR,32,16,17.8,No,No
HR,32,17,17.8,No,No
HR,32,18,17.8,No,No
HR,32,19,17.8,No,No
HR,32,20,17.8,No,No
HR,32,21,17.8,No,No
HR,32,22,17.8,No,No
HR,32,23,17.8,No,No
HR,32,24,17.8,No,No
HR,32,25,17.8,No,No
HR,32,26,17.8,No,No
HR,32,27,17.8,No,No
HR,32,28,17.8,No,No
HR,32,29,17.8,No,No
HR,32,30,17.8,No,No
HR,32,31,17.8,No,No
HR,32,32,17.8,No,No
HR,32,33,17.8,No,No
HR,32,34,17.8,No,No
HR,32,35,17.8,No,No
HR,32,36,17.8,No,No
HR,32,37,17.8,No,No
HR,32,38,17.8,No,No
HR,32,39,17.8,No,No
HR,32,40,17.8,No,No
HR,33,3,14.2,No,No
HR,33,4,15.4,No,No
HR,33,5,16.6,No,No
HR,33,6,17.2,No,No
HR,33,7,17.7,No,No
HR,33,8,17.9,No,No
HR,33,9,18.1,No,No
HR,33,10,17.6,No,No
HR,33,11,17.6,No,No
HR,33,12,17.6,No,No
HR,33,13,17.6,No,No
HR,33,14,17.6,No,No
HR,33,15,17.6,No,No
HR,33,16,17.6,No,No
HR,33,17,17.6,No,No
HR,33,18,17.6,No,No
HR,33,19,17.6,No,No
HR,33,20,17.6,No,No
HR,33,21,17.6,No,No
HR,33,22,17.6,No,No
HR,33,23,17.6,No,No
HR,33,24,17.6,No,No
HR,33,25,17.6,No,No
HR,33,26,17.6,No,No
HR,33,27,17.6,No,No
HR,33,28,17.6,No,No
HR,33,29,17.6,No,No
HR,33,30,17.6,No,No
HR,33,31,17.6,No,No
HR,33,32,17.6,No,No
HR,33,33,17.6,No,No
HR,33,34,17.6,No,No
HR,33,35,17.6,No,No
HR,33,36,17.6,No,No
HR,33,37,17.6,No,No
HR,33,38,17.6,No,No
HR,33,39,17.6,No,No
HR,33,40,17.6,No,No
HR,34,3,13.6,No,No
HR,34,4,15,No,No
HR,34,5,16.4,No,No
HR,34,6,17.1,No,No
HR,34,7,17.7,No,No
HR,34,8,17.9,No,No
HR,34,9,18.1,No,No
HR,34,10,17.4,No,No
HR,34,11,17.4,No,No
HR,34,12,17.4,No,No
HR,34,13,17.4,No,No
HR,34,14,17.4,No,No
HR,34,15,17.4,No,No
HR,34,16,17.4,No,No
HR,34,17,17.4,No,No
HR,34,18,17.4,No,No
HR,34,19,17.4,No,No
HR,34,20,17.4,No,No
HR,34,21,17.4,No,No
HR,34,22,17.4,No,No
HR,34,23,17.4,No,No
HR,34,24,17.4,No,No
HR,34,25,17.4,No,No
HR,34,26,17.4,No,No
HR,34,27,17.4,No,No
HR,34,28,17.4,No,No
HR,34,29,17.4,No,No
HR,34,30,17.4,No,No
HR,34,31,17.4,No,No
HR,34,32,17.4,No,No
HR,34,33,17.4,No,No
HR,34,34,17.4,No,No
HR,34,35,17.4,No,No
HR,34,36,17.4,No,No
HR,34,37,17.4,No,No
HR,34,38,17.4,No,No
HR,34,39,17.4,No,No
HR,34,40,17.4,No,No
HR,35,3,12.9,No,No
HR,35,4,14.6,No,No
HR,35,5,16.1,No,No
HR,35,6,17,No,No
HR,35,7,17.7,No,No
HR,35,8,17.9,No,No
HR,35,9,18.1,No,No
HR,35,10,17.2,No,No
HR,35,11,17.2,No,No
HR,35,12,17.2,No,No
HR,35,13,17.2,No,No
HR,35,14,17.2,No,No
HR,35,15,17.2,No,No
HR,35,16,17.2,No,No
HR,35,17,17.2,No,No
HR,35,18,17.2,No,No
HR,35,19,17.2,No,No
HR,35,20,17.2,No,No
HR,35,21,17.2,No,No
HR,35,22,17.2,No,No
HR,35,23,17.2,No,No
HR,35,24,17.2,No,No
HR,35,25,17.2,No,No
HR,35,26,17.2,No,No
HR,35,27,17.2,No,No
HR,35,28,17.2,No,No
HR,35,29,17.2,No,No
HR,35,30,17.2,No,No
HR,35,31,17.2,No,No
HR,35,32,17.2,No,No
HR,35,33,17.2,No,No
HR,35,34,17.2,No,No
HR,35,35,17.2,No,No
HR,35,36,17.2,No,No
HR,35,37,17.2,No,No
HR,35,38,17.2,No,No
HR,35,39,17.2,No,No
HR,35,40,17.2,No,No
HR,36,7,17.6,No,No
HR,36,8,17.7,No,No
HR,36,9,17.9,No,No
HR,36,10,17,No,No
HR,36,11,17,No,No
HR,36,12,17,No,No
HR,36,13,17,No,No
HR,36,14,17,No,No
HR,36,15,17,No,No
HR,36,16,17,No,No
HR,36,17,17,No,No
HR,36,18,17,No,No
HR,36,19,17,No,No
HR,36,20,17,No,No
HR,36,21,17,No,No
HR,36,22,17,No,No
HR,36,23,17,No,No
HR,36,24,17,No,No
HR,36,25,17,No,No
HR,36,26,17,No,No
HR,36,27,17,No,No
HR,36,28,17,No,No
HR,36,29,17,No,No
HR,36,30,17,No,No
HR,36,31,17,No,No
HR,36,32,17,No,No
HR,36,33,17,No,No
HR,36,34,17,No,No
HR,36,35,17,No,No
HR,36,36,17,No,No
HR,36,37,17,No,No
HR,36,38,17,No,No
HR,36,39,17,No,No
HR,36,40,17,No,No
HR,37,7,17.4,No,No
HR,37,8,17.5,No,No
HR,37,9,17.7,No,No
HR,37,10,16.8,No,No
HR,37,11,16.8,No,No
HR,37,12,16.8,No,No
HR,37,13,16.8,No,No
HR,37,14,16.8,No,No
HR,37,15,16.8,No,No
HR,37,16,16.8,No,No
HR,37,17,16.8,No,No
HR,37,18,16.8,No,No
HR,37,19,16.8,No,No
HR,37,20,16.8,No,No
HR,37,21,16.8,No,No
HR,37,22,16.8,No,No
HR,37,23,16.8,No,No
HR,37,24,16.8,No,No
HR,37,25,16.8,No,No
HR,37,26,16.8,No,No
HR,37,27,16.8,No,No
HR,37,28,16.8,No,No
HR,37,29,16.8,No,No
HR,37,30,16.8,No,No
HR,37,31,16.8,No,No
HR,37,32,16.8,No,No
HR,37,33,16.8,No,No
HR,37,34,16.8,No,No
HR,37,35,16.8,No,No
HR,37,36,16.8,No,No
HR,37,37,16.8,No,No
HR,37,38,16.8,No,No
HR,37,39,16.8,No,No
HR,37,40,16.8,No,No
HR,38,7,17.2,No,No
HR,38,8,17.4,No,No
HR,38,9,17.5,No,No
HR,38,10,16.5,No,No
HR,38,11,16.5,No,No
HR,38,12,16.5,No,No
HR,38,13,16.5,No,No
HR,38,14,16.5,No,No
HR,38,15,16.5,No,No
HR,38,16,16.5,No,No
HR,38,17,16.5,No,No
HR,38,18,16.5,No,No
HR,38,19,16.5,No,No
HR,38,20,16.5,No,No
HR,38,21,16.5,No,No
HR,38,22,16.5,No,No
HR,38,23,16.5,No,No
HR,38,24,16.5,No,No
HR,38,25,16.5,No,No
HR,38,26,16.5,No,No
HR,38,27,16.5,No,No
HR,38,28,16.5,No,No
HR,38,29,16.5,No,No
HR,38,30,16.5,No,No
HR,38,31,16.5,No,No
HR,38,32,16.5,No,No
HR,38,33,16.5,No,No
HR,38,34,16.5,No,No
HR,38,35,16.5,No,No
HR,38,36,16.5,No,No
HR,38,37,16.5,No,No
HR,38,38,16.5,No,No
HR,38,39,16.5,No,No
HR,38,40,16.5,No,No
HR,39,7,17.1,No,No
HR,39,8,17.2,No,No
HR,39,9,17.2,No,No
HR,39,10,16.3,No,No
HR,39,11,16.3,No,No
HR,39,12,16.3,No,No
HR,39,13,16.3,No,No
HR,39,14,16.3,No,No
HR,39,15,16.3,No,No
HR,39,16,16.3,No,No
HR,39,17,16.3,No,No
HR,39,18,16.3,No,No
HR,39,19,16.3,No,No
HR,39,20,16.3,No,No
HR,39,21,16.3,No,No
HR,39,22,16.3,No,No
HR,39,23,16.3,No,No
HR,39,24,16.3,No,No
HR,39,25,16.3,No,No
HR,39,26,16.3,No,No
HR,39,27,16.3,No,No
HR,39,28,16.3,No,No
HR,39,29,16.3,No,No
HR,39,30,16.3,No,No
HR,39,31,16.3,No,No
HR,39,32,16.3,No,No
HR,39,33,16.3,No,No
HR,39,34,16.3,No,No
HR,39,35,16.3,No,No
HR,39,36,16.3,No,No
HR,39,37,16.3,No,No
HR,39,38,16.3,No,No
HR,39,39,16.3,No,No
HR,39,40,16.3,No,No
HR,40,7,16.8,No,No
HR,40,8,16.9,No,No
HR,40,9,17,No,No
HR,40,10,16.1,No,No
HR,40,11,16.1,No,No
HR,40,12,16.1,No,No
HR,40,13,16.1,No,No
HR,40,14,16.1,No,No
HR,40,15,16.1,No,No
HR,40,16,16.1,No,No
HR,40,17,16.1,No,No
HR,40,18,16.1,No,No
HR,40,19,16.1,No,No
HR,40,20,16.1,No,No
HR,40,21,16.1,No,No
HR,40,22,16.1,No,No
HR,40,23,16.1,No,No
HR,40,24,16.1,No,No
HR,40,25,16.1,No,No
HR,40,26,16.1,No,No
HR,40,27,16.1,No,No
HR,40,28,16.1,No,No
HR,40,29,16.1,No,No
HR,40,30,16.1,No,No
HR,40,31,16.1,No,No
HR,40,32,16.1,No,No
HR,40,33,16.1,No,No
HR,40,34,16.1,No,No
HR,40,35,16.1,No,No
HR,40,36,16.1,No,No
HR,40,37,16.1,No,No
HR,40,38,16.1,No,No
HR,40,39,16.1,No,No
HR,40,40,16.1,No,No
HR,41,7,16.4,No,No
HR,41,8,16.5,No,No
HR,41,9,16.7,No,No
HR,41,10,16,No,No
HR,41,11,16,No,No
HR,41,12,16,No,No
HR,41,13,16,No,No
HR,41,14,16,No,No
HR,41,15,16,No,No
HR,41,16,16,No,No
HR,41,17,16,No,No
HR,41,18,16,No,No
HR,41,19,16,No,No
HR,41,20,16,No,No
HR,41,21,16,No,No
HR,41,22,16,No,No
HR,41,23,16,No,No
HR,41,24,16,No,No
HR,41,25,16,No,No
HR,41,26,16,No,No
HR,41,27,16,No,No
HR,41,28,16,No,No
HR,41,29,16,No,No
HR,41,30,16,No,No
HR,41,31,16,No,No
HR,41,32,16,No,No
HR,41,33,16,No,No
HR,41,34,16,No,No
HR,41,35,16,No,No
HR,41,36,16,No,No
HR,41,37,16,No,No
HR,41,38,16,No,No
HR,41,39,16,No,No
HR,41,40,16,No,No
HR,42,7,15.9,No,No
HR,42,8,16.1,No,No
HR,42,9,16.3,No,No
HR,42,10,15.8,No,No
HR,42,11,15.8,No,No
HR,42,12,15.8,No,No
HR,42,13,15.8,No,No
HR,42,14,15.8,No,No
HR,42,15,15.8,No,No
HR,42,16,15.8,No,No
HR,42,17,15.8,No,No
HR,42,18,15.8,No,No
HR,42,19,15.8,No,No
HR,42,20,15.8,No,No
HR,42,21,15.8,No,No
HR,42,22,15.8,No,No
HR,42,23,15.8,No,No
HR,42,24,15.8,No,No
HR,42,25,15.8,No,No
HR,42,26,15.8,No,No
HR,42,27,15.8,No,No
HR,42,28,15.8,No,No
HR,42,29,15.8,No,No
HR,42,30,15.8,No,No
HR,42,31,15.8,No,No
HR,42,32,15.8,No,No
HR,42,33,15.8,No,No
HR,42,34,15.8,No,No
HR,42,35,15.8,No,No
HR,42,36,15.8,No,No
HR,42,37,15.8,No,No
HR,42,38,15.8,No,No
HR,42,39,15.8,No,No
HR,42,40,15.8,No,No
HR,43,7,15.3,No,No
HR,43,8,15.6,No,No
HR,43,9,15.9,No,No
HR,43,10,15.7,No,No
HR,43,11,15.7,No,No
HR,43,12,15.7,No,No
HR,43,13,15.7,No,No
HR,43,14,15.7,No,No
HR,43,15,15.7,No,No
HR,43,16,15.7,No,No
HR,43,17,15.7,No,No
HR,43,18,15.7,No,No
HR,43,19,15.7,No,No
HR,43,20,15.7,No,No
HR,43,21,15.7,No,No
HR,43,22,15.7,No,No
HR,43,23,15.7,No,No
HR,43,24,15.7,No,No
HR,43,25,15.7,No,No
HR,43,26,15.7,No,No
HR,43,27,15.7,No,No
HR,43,28,15.7,No,No
HR,43,29,15.7,No,No
HR,43,30,15.7,No,No
HR,43,31,15.7,No,No
HR,43,32,15.7,No,No
HR,43,33,15.7,No,No
HR,43,34,15.7,No,No
HR,43,35,15.7,No,No
HR,43,36,15.7,No,No
HR,43,37,15.7,No,No
HR,43,38,15.7,No,No
HR,43,39,15.7,No,No
HR,43,40,15.7,No,No
HR,44,7,14.8,No,No
HR,44,8,15.2,No,No
HR,44,9,15.5,No,No
HR,44,10,15.5,No,No
HR,44,11,15.5,No,No
HR,44,12,15.5,No,No
HR,44,13,15.5,No,No
HR,44,14,15.5,No,No
HR,44,15,15.5,No,No
HR,44,16,15.5,No,No
HR,44,17,15.5,No,No
HR,44,18,15.5,No,No
HR,44,19,15.5,No,No
HR,44,20,15.5,No,No
HR,44,21,15.5,No,No
HR,44,22,15.5,No,No
HR,44,23,15.5,No,No
HR,44,24,15.5,No,No
HR,44,25,15.5,No,No
HR,44,26,15.5,No,No
HR,44,27,15.5,No,No
HR,44,28,15.5,No,No
HR,44,29,15.5,No,No
HR,44,30,15.5,No,No
HR,44,31,15.5,No,No
HR,44,32,15.5,No,No
HR,44,33,15.5,No,No
HR,44,34,15.5,No,No
HR,44,35,15.5,No,No
HR,44,36,15.5,No,No
HR,44,37,15.5,No,No
HR,44,38,15.5,No,No
HR,44,39,15.5,No,No
HR,44,40,15.5,No,No
HR,45,7,14.2,No,No
HR,45,8,14.7,No,No
HR,45,9,15.1,No,No
HR,45,10,15.4,No,No
HR,45,11,15.4,No,No
HR,45,12,15.4,No,No
HR,45,13,15.4,No,No
HR,45,14,15.4,No,No
HR,45,15,15.4,No,No
HR,45,16,15.4,No,No
HR,45,17,15.4,No,No
HR,45,18,15.4,No,No
HR,45,19,15.4,No,No
HR,45,20,15.4,No,No
HR,45,21,15.4,No,No
HR,45,22,15.4,No,No
HR,45,23,15.4,No,No
HR,45,24,15.4,No,No
HR,45,25,15.4,No,No
HR,45,26,15.4,No,No
HR,45,27,15.4,No,No
HR,45,28,15.4,No,No
HR,45,29,15.4,No,No
HR,45,30,15.4,No,No
HR,45,31,15.4,No,No
HR,45,32,15.4,No,No
HR,45,33,15.4,No,No
HR,45,34,15.4,No,No
HR,45,35,15.4,No,No
HR,45,36,15.4,No,No
HR,45,37,15.4,No,No
HR,45,38,15.4,No,No
HR,45,39,15.4,No,No
HR,45,40,15.4,No,No
AR,-20,30,27.3,No,Si
AR,-20,35,26.5,No,Si
AR,-20,40,25.7,No,Si
AR,-20,45,24.9,No,Si
AR,-20,50,24.9,No,Si
AR,-20,55,24.6,No,Si
AR,-20,60,24.3,No,Si
AR,-19,30,27.54,No,Si
AR,-19,35,26.75,No,Si
AR,-19,40,25.95,No,Si
AR,-19,45,25.16,No,Si
AR,-19,50,25.08,No,Si
AR,-19,55,24.77,No,Si
AR,-19,60,24.46,No,Si
AR,-18,30,27.78,No,Si
AR,-18,35,26.99,No,Si
AR,-18,40,26.21,No,Si
AR,-18,45,25.42,No,Si
AR,-18,50,25.26,No,Si
AR,-18,55,24.94,No,Si
AR,-18,60,24.62,No,Si
AR,-17,30,28.02,No,Si
AR,-17,35,27.24,No,Si
AR,-17,40,26.46,No,Si
AR,-17,45,25.68,No,Si
AR,-17,50,25.44,No,Si
AR,-17,55,25.11,No,Si
AR,-17,60,24.78,No,Si
AR,-16,30,28.26,No,Si
AR,-16,35,27.49,No,Si
AR,-16,40,26.71,No,Si
AR,-16,45,25.94,No,Si
AR,-16,50,25.62,No,Si
AR,-16,55,25.28,No,Si
AR,-16,60,24.94,No,Si
AR,-15,30,28.5,No,Si
AR,-15,35,27.73,No,Si
AR,-15,40,26.97,No,Si
AR,-15,45,26.2,No,Si
AR,-15,50,25.8,No,Si
AR,-15,55,25.45,No,Si
AR,-15,60,25.1,No,Si
AR,-14,30,28.98,No,Si
AR,-14,35,28.15,No,Si
AR,-14,40,27.33,No,Si
AR,-14,45,26.5,No,Si
AR,-14,50,26.04,No,Si
AR,-14,55,25.7,No,Si
AR,-14,60,25.36,No,Si
AR,-13,30,29.46,No,Si
AR,-13,35,28.57,No,Si
AR,-13,40,27.69,No,Si
AR,-13,45,26.8,No,Si
AR,-13,50,26.28,No,Si
AR,-13,55,25.95,No,Si
AR,-13,60,25.62,No,Si
AR,-12,30,29.94,No,Si
AR,-12,35,28.99,No,Si
AR,-12,40,28.05,No,Si
AR,-12,45,27.1,No,Si
AR,-12,50,26.52,No,Si
AR,-12,55,26.2,No,Si
AR,-12,60,25.88,No,Si
AR,-11,30,30.42,No,Si
AR,-11,35,29.41,No,Si
AR,-11,40,28.41,No,Si
AR,-11,45,27.4,No,Si
AR,-11,50,26.76,No,Si
AR,-11,55,26.45,No,Si
AR,-11,60,26.14,No,Si
AR,-10,30,30.9,No,Si
AR,-10,35,29.83,No,Si
AR,-10,40,28.77,No,Si
AR,-10,45,27.7,No,Si
AR,-10,50,27,No,Si
AR,-10,55,26.7,No,Si
AR,-10,60,26.4,No,Si
AR,-9,30,31.53,No,Si
AR,-9,35,30.44,No,Si
AR,-9,40,29.36,No,Si
AR,-9,45,28.27,No,Si
AR,-9,50,27.47,No,Si
AR,-9,55,27.2,No,Si
AR,-9,60,26.93,No,Si
AR,-8,30,32.17,No,Si
AR,-8,35,31.06,No,Si
AR,-8,40,29.94,No,Si
AR,-8,45,28.83,No,Si
AR,-8,50,27.93,No,Si
AR,-8,55,27.7,No,Si
AR,-8,60,27.47,No,Si
AR,-7,30,32.8,No,Si
AR,-7,35,31.67,No,Si
AR,-7,40,30.53,No,Si
AR,-7,45,29.4,No,Si
AR,-7,50,28.4,No,Si
AR,-7,55,28.2,No,Si
AR,-7,60,28,No,Si
AR,-6,30,33.19,No,Si
AR,-6,35,32.13,No,Si
AR,-6,40,31.06,No,Si
AR,-6,45,30,No,Si
AR,-6,50,28.82,No,Si
AR,-6,55,28.52,No,Si
AR,-6,60,28.22,No,Si
AR,-5,30,33.58,No,Si
AR,-5,35,32.59,No,Si
AR,-5,40,31.59,No,Si
AR,-5,45,30.6,No,Si
AR,-5,50,29.24,No,Si
AR,-5,55,28.84,No,Si
AR,-5,60,28.44,No,Si
AR,-4,30,33.97,No,Si
AR,-4,35,33.04,No,Si
AR,-4,40,32.12,No,Si
AR,-4,45,31.2,No,Si
AR,-4,50,29.67,No,Si
AR,-4,55,29.17,No,Si
AR,-4,60,28.67,No,Si
AR,-3,30,34.36,No,Si
AR,-3,35,33.5,No,Si
AR,-3,40,32.65,No,Si
AR,-3,45,31.8,No,Si
AR,-3,50,30.09,No,Si
AR,-3,55,29.49,No,Si
AR,-3,60,28.89,No,Si
AR,-2,30,34.74,No,Si
AR,-2,35,33.96,No,Si
AR,-2,40,33.18,No,Si
AR,-2,45,32.4,No,Si
AR,-2,50,30.51,No,Si
AR,-2,55,29.81,No,Si
AR,-2,60,29.11,No,Si
AR,-1,30,35.13,No,Si
AR,-1,35,34.42,No,Si
AR,-1,40,33.71,No,Si
AR,-1,45,33,No,Si
AR,-1,50,30.93,No,Si
AR,-1,55,30.13,No,Si
AR,-1,60,29.33,No,Si
AR,0,30,35.52,No,Si
AR,0,35,34.88,No,Si
AR,0,40,34.24,No,Si
AR,0,45,33.6,No,Si
AR,0,50,31.36,No,Si
AR,0,55,30.46,No,Si
AR,0,60,29.56,No,Si
AR,1,30,35.91,No,Si
AR,1,35,35.34,No,Si
AR,1,40,34.77,No,Si
AR,1,45,34.2,No,Si
