unita,aria,acqua,potenza,ct,termico
HT,30,25,17.63,No,No
HT,30,26,17.63,No,No
HT,30,27,17.63,No,No
HT,30,28,17.63,No,No
HT,30,29,17.63,No,No
HT,30,30,17.63,No,No
HT,30,31,17.63,No,No
HT,30,32,17.63,No,No
HT,30,33,17.63,No,No
HT,30,34,17.63,No,No
HT,30,35,17.63,No,No
HT,30,36,17.63,No,No
HT,30,37,17.63,No,No
HT,30,38,17.63,No,No
HT,30,39,17.63,No,No
HT,30,40,17.63,No,No
HT,30,41,17.63,No,No
HT,30,42,17.63,No,No
HT,30,43,17.63,No,No
HT,30,44,17.63,No,No
HT,30,45,17.63,No,No
HT,31,5,17.12,No,No
HT,31,6,17.29,No,No
HT,31,7,17.46,No,No
HT,31,8,17.46,No,No
HT,31,9,17.46,No,No
HT,31,10,17.46,No,No
HT,31,11,17.46,No,No
HT,31,12,17.46,No,No
HT,31,13,17.55,No,No
HT,31,14,17.63,No,No
HT,31,15,17.63,No,No
HT,31,16,17.63,No,No
HT,31,17,17.63,No,No
HT,31,18,17.63,No,No
HT,31,19,17.63,No,No
HT,31,20,17.63,No,No
HT,31,21,17.63,No,No
HT,31,22,17.63,No,No
HT,31,23,17.63,No,No
HT,31,24,17.63,No,No
HT,31,25,17.63,No,No
HT,31,26,17.63,No,No
HT,31,27,17.63,No,No
HT,31,28,17.63,No,No
HT,31,29,17.63,No,No
HT,31,30,17.63,No,No
HT,31,31,17.63,No,No
HT,31,32,17.63,No,No
HT,31,33,17.63,No,No
HT,31,34,17.63,No,No
HT,31,35,17.63,No,No
HT,31,36,17.63,No,No
HT,31,37,17.63,No,No
HT,31,38,17.63,No,No
HT,31,39,17.63,No,No
HT,31,40,17.63,No,No
HT,31,41,17.63,No,No
HT,31,42,17.63,No,No
HT,31,43,17.63,No,No
HT,31,44,17.63,No,No
HT,31,45,17.63,No,No
HT,32,5,16.95,No,No
HT,32,6,17.21,No,No
HT,32,7,17.46,No,No
HT,32,8,17.46,No,No
HT,32,9,17.46,No,No
HT,32,10,17.46,No,No
HT,32,11,17.46,No,No
HT,32,12,17.46,No,No
HT,32,13,17.55,No,No
HT,32,14,17.63,No,No
HT,32,15,17.63,No,No
HT,32,16,17.63,No,No
HT,32,17,17.63,No,No
HT,32,18,17.63,No,No
HT,32,19,17.63,No,No
HT,32,20,17.63,No,No
HT,32,21,17.63,No,No
HT,32,22,17.63,No,No
HT,32,23,17.63,No,No
HT,32,24,17.63,No,No
HT,32,25,17.63,No,No
HT,32,26,17.63,No,No
HT,32,27,17.63,No,No
HT,32,28,17.63,No,No
HT,32,29,17.63,No,No
HT,32,30,17.63,No,No
HT,32,31,17.63,No,No
HT,32,32,17.63,No,No
HT,32,33,17.63,No,No
HT,32,34,17.63,No,No
HT,32,35,17.63,No,No
HT,32,36,17.63,No,No
HT,32,37,17.63,No,No
HT,32,38,17.63,No,No
HT,32,39,17.63,No,No
HT,32,40,17.63,No,No
HT,32,41,17.63,No,No
HT,32,42,17.63,No,No
HT,32,43,17.63,No,No
HT,32,44,17.63,No,No
HT,32,45,17.63,No,No
HT,33,5,16.69,No,No
HT,33,6,17.03,No,No
HT,33,7,17.38,No,No
HT,33,8,17.38,No,No
HT,33,9,17.38,No,No
HT,33,10,17.38,No,No
HT,33,11,17.38,No,No
HT,33,12,17.38,No,No
HT,33,13,17.46,No,No
HT,33,14,17.55,No,No
HT,33,15,17.55,No,No
HT,33,16,17.55,No,No
HT,33,17,17.55,No,No
HT,33,18,17.55,No,No
HT,33,19,17.55,No,No
HT,33,20,17.55,No,No
HT,33,21,17.55,No,No
HT,33,22,17.55,No,No
HT,33,23,17.55,No,No
HT,33,24,17.55,No,No
HT,33,25,17.55,No,No
HT,33,26,17.55,No,No
HT,33,27,17.55,No,No
HT,33,28,17.55,No,No
HT,33,29,17.55,No,No
HT,33,30,17.55,No,No
HT,33,31,17.55,No,No
HT,33,32,17.55,No,No
HT,33,33,17.55,No,No
HT,33,34,17.55,No,No
HT,33,35,17.55,No,No
HT,33,36,17.55,No,No
HT,33,37,17.55,No,No
HT,33,38,17.55,No,No
HT,33,39,17.55,No,No
HT,33,40,17.55,No,No
HT,33,41,17.55,No,No
HT,33,42,17.55,No,No
HT,33,43,17.55,No,No
HT,33,44,17.55,No,No
HT,33,45,17.55,No,No
HT,34,5,16.44,No,No
HT,34,6,16.86,No,No
HT,34,7,17.29,No,No
HT,34,8,17.29,No,No
HT,34,9,17.29,No,No
HT,34,10,17.29,No,No
HT,34,11,17.29,No,No
HT,34,12,17.29,No,No
HT,34,13,17.38,No,No
HT,34,14,17.46,No,No
HT,34,15,17.46,No,No
HT,34,16,17.46,No,No
HT,34,17,17.46,No,No
HT,34,18,17.46,No,No
HT,34,19,17.46,No,No
HT,34,20,17.46,No,No
HT,34,21,17.46,No,No
HT,34,22,17.46,No,No
HT,34,23,17.46,No,No
HT,34,24,17.46,No,No
HT,34,25,17.46,No,No
HT,34,26,17.46,No,No
HT,34,27,17.46,No,No
HT,34,28,17.46,No,No
HT,34,29,17.46,No,No
HT,34,30,17.46,No,No
HT,34,31,17.46,No,No
HT,34,32,17.46,No,No
HT,34,33,17.46,No,No
HT,34,34,17.46,No,No
HT,34,35,17.46,No,No
HT,34,36,17.46,No,No
HT,34,37,17.46,No,No
HT,34,38,17.46,No,No
HT,34,39,17.46,No,No
HT,34,40,17.46,No,No
HT,34,41,17.46,No,No
HT,34,42,17.46,No,No
HT,34,43,17.46,No,No
HT,34,44,17.46,No,No
HT,34,45,17.46,No,No
HT,35,5,16.09,No,No
HT,35,6,16.61,No,No
HT,35,7,17.12,No,No
HT,35,8,17.12,No,No
HT,35,9,17.12,No,No
HT,35,10,17.12,No,No
HT,35,11,17.21,No,No
HT,35,12,17.29,No,No
HT,35,13,17.38,No,No
HT,35,14,17.46,No,No
HT,35,15,17.46,No,No
HT,35,16,17.46,No,No
HT,35,17,17.46,No,No
HT,35,18,17.46,No,No
HT,35,19,17.46,No,No
HT,35,20,17.46,No,No
HT,35,21,17.46,No,No
HT,35,22,17.46,No,No
HT,35,23,17.46,No,No
HT,35,24,17.46,No,No
HT,35,25,17.46,No,No
HT,35,26,17.46,No,No
HT,35,27,17.46,No,No
HT,35,28,17.46,No,No
HT,35,29,17.46,No,No
HT,35,30,17.46,No,No
HT,35,31,17.46,No,No
HT,35,32,17.46,No,No
HT,35,33,17.46,No,No
HT,35,34,17.46,No,No
HT,35,35,17.46,No,No
HT,35,36,17.46,No,No
HT,35,37,17.46,No,No
HT,35,38,17.46,No,No
HT,35,39,17.46,No,No
HT,35,40,17.46,No,No
HT,35,41,17.46,No,No
HT,35,42,17.46,No,No
HT,35,43,17.46,No,No
HT,35,44,17.46,No,No
HT,35,45,17.46,No,No
HT,36,5,15.75,No,No
HT,36,6,16.35,No,No
HT,36,7,16.95,No,No
HT,36,8,17.03,No,No
HT,36,9,17.08,No,No
HT,36,10,17.12,No,No
HT,36,11,17.12,No,No
HT,36,12,17.12,No,No
HT,36,13,17.29,No,No
HT,36,14,17.46,No,No
HT,36,15,17.46,No,No
HT,36,16,17.46,No,No
HT,36,17,17.46,No,No
HT,36,18,17.46,No,No
HT,36,19,17.46,No,No
HT,36,20,17.46,No,No
HT,36,21,17.46,No,No
HT,36,22,17.46,No,No
HT,36,23,17.46,No,No
HT,36,24,17.46,No,No
HT,36,25,17.46,No,No
HT,36,26,17.46,No,No
HT,36,27,17.46,No,No
HT,36,28,17.46,No,No
HT,36,29,17.46,No,No
HT,36,30,17.46,No,No
HT,36,31,17.46,No,No
HT,36,32,17.46,No,No
HT,36,33,17.46,No,No
HT,36,34,17.46,No,No
HT,36,35,17.46,No,No
HT,36,36,17.46,No,No
HT,36,37,17.46,No,No
HT,36,38,17.46,No,No
HT,36,39,17.46,No,No
HT,36,40,17.46,No,No
HT,36,41,17.46,No,No
HT,36,42,17.46,No,No
HT,36,43,17.46,No,No
HT,36,44,17.46,No,No
HT,36,45,17.46,No,No
HT,37,5,15.32,No,No
HT,37,6,16.05,No,No
HT,37,7,16.78,No,No
HT,37,8,16.91,No,No
HT,37,9,16.97,No,No
HT,37,10,17.03,No,No
HT,37,11,17.03,No,No
HT,37,12,17.03,No,No
HT,37,13,17.21,No,No
HT,37,14,17.38,No,No
HT,37,15,17.38,No,No
HT,37,16,17.38,No,No
HT,37,17,17.38,No,No
HT,37,18,17.38,No,No
HT,37,19,17.38,No,No
HT,37,20,17.38,No,No
HT,37,21,17.38,No,No
HT,37,22,17.38,No,No
HT,37,23,17.38,No,No
HT,37,24,17.38,No,No
HT,37,25,17.38,No,No
HT,37,26,17.38,No,No
HT,37,27,17.38,No,No
HT,37,28,17.38,No,No
HT,37,29,17.38,No,No
HT,37,30,17.38,No,No
HT,37,31,17.38,No,No
HT,37,32,17.38,No,No
HT,37,33,17.38,No,No
HT,37,34,17.38,No,No
HT,37,35,17.38,No,No
HT,37,36,17.38,No,No
HT,37,37,17.38,No,No
HT,37,38,17.38,No,No
HT,37,39,17.38,No,No
HT,37,40,17.38,No,No
HT,37,41,17.38,No,No
HT,37,42,17.38,No,No
HT,37,43,17.38,No,No
HT,37,44,17.38,No,No
HT,37,45,17.38,No,No
HT,38,5,14.89,No,No
HT,38,6,15.75,No,No
HT,38,7,16.61,No,No
HT,38,8,16.78,No,No
HT,38,9,16.86,No,No
HT,38,10,16.95,No,No
HT,38,11,16.95,No,No
HT,38,12,16.95,No,No
HT,38,13,17.12,No,No
HT,38,14,17.29,No,No
HT,38,15,17.29,No,No
HT,38,16,17.29,No,No
HT,38,17,17.29,No,No
HT,38,18,17.29,No,No
HT,38,19,17.29,No,No
HT,38,20,17.29,No,No
HT,38,21,17.29,No,No
HT,38,22,17.29,No,No
HT,38,23,17.29,No,No
HT,38,24,17.29,No,No
HT,38,25,17.29,No,No
HT,38,26,17.29,No,No
HT,38,27,17.29,No,No
HT,38,28,17.29,No,No
HT,38,29,17.29,No,No
HT,38,30,17.29,No,No
HT,38,31,17.29,No,No
HT,38,32,17.29,No,No
HT,38,33,17.29,No,No
HT,38,34,17.29,No,No
HT,38,35,17.29,No,No
HT,38,36,17.29,No,No
HT,38,37,17.29,No,No
HT,38,38,17.29,No,No
HT,38,39,17.29,No,No
HT,38,40,17.29,No,No
HT,38,41,17.29,No,No
HT,38,42,17.29,No,No
HT,38,43,17.29,No,No
HT,38,44,17.29,No,No
HT,38,45,17.29,No,No
HT,39,5,14.47,No,No
HT,39,6,15.37,No,No
HT,39,7,16.26,No,No
HT,39,8,16.52,No,No
HT,39,9,16.65,No,No
HT,39,10,16.78,No,No
HT,39,11,16.82,No,No
HT,39,12,16.86,No,No
HT,39,13,17.03,No,No
HT,39,14,17.21,No,No
HT,39,15,17.21,No,No
HT,39,16,17.21,No,No
HT,39,17,17.21,No,No
HT,39,18,17.21,No,No
HT,39,19,17.21,No,No
HT,39,20,17.21,No,No
HT,39,21,17.21,No,No
HT,39,22,17.21,No,No
HT,39,23,17.21,No,No
HT,39,24,17.21,No,No
HT,39,25,17.21,No,No
HT,39,26,17.21,No,No
HT,39,27,17.21,No,No
HT,39,28,17.21,No,No
HT,39,29,17.21,No,No
HT,39,30,17.21,No,No
HT,39,31,17.21,No,No
HT,39,32,17.21,No,No
HT,39,33,17.21,No,No
HT,39,34,17.21,No,No
HT,39,35,17.21,No,No
HT,39,36,17.21,No,No
HT,39,37,17.21,No,No
HT,39,38,17.21,No,No
HT,39,39,17.21,No,No
HT,39,40,17.21,No,No
HT,39,41,17.21,No,No
HT,39,42,17.21,No,No
HT,39,43,17.21,No,No
HT,39,44,17.21,No,No
HT,39,45,17.21,No,No
HT,40,5,14.04,No,No
HT,40,6,14.98,No,No
HT,40,7,15.92,No,No
HT,40,8,16.26,No,No
HT,40,9,16.44,No,No
HT,40,10,16.61,No,No
HT,40,11,16.69,No,No
HT,40,12,16.78,No,No
HT,40,13,16.95,No,No
HT,40,14,17.12,No,No
HT,40,15,17.12,No,No
HT,40,16,17.12,No,No
HT,40,17,17.12,No,No
HT,40,18,17.12,No,No
HT,40,19,17.12,No,No
HT,40,20,17.12,No,No
HT,40,21,17.12,No,No
HT,40,22,17.12,No,No
HT,40,23,17.12,No,No
HT,40,24,17.12,No,No
HT,40,25,17.12,No,No
HT,40,26,17.12,No,No
HT,40,27,17.12,No,No
HT,40,28,17.12,No,No
HT,40,29,17.12,No,No
HT,40,30,17.12,No,No
HT,40,31,17.12,No,No
HT,40,32,17.12,No,No
HT,40,33,17.12,No,No
HT,40,34,17.12,No,No
HT,40,35,17.12,No,No
HT,40,36,17.12,No,No
HT,40,37,17.12,No,No
HT,40,38,17.12,No,No
HT,40,39,17.12,No,No
HT,40,40,17.12,No,No
HT,40,41,17.12,No,No
HT,40,42,17.12,No,No
HT,40,43,17.12,No,No
HT,40,44,17.12,No,No
HT,40,45,17.12,No,No
HT,41,7,15.49,No,No
HT,41,8,15.92,No,No
HT,41,9,16.14,No,No
HT,41,10,16.35,No,No
HT,41,11,16.52,No,No
HT,41,12,16.69,No,No
HT,41,13,16.86,No,No
HT,41,14,17.03,No,No
HT,41,15,17.03,No,No
HT,41,16,17.03,No,No
HT,41,17,17.03,No,No
HT,41,18,17.03,No,No
HT,41,19,17.03,No,No
HT,41,20,17.03,No,No
HT,41,21,17.03,No,No
HT,41,22,17.03,No,No
HT,41,23,17.03,No,No
HT,41,24,17.03,No,No
HT,41,25,17.03,No,No
HT,41,26,17.03,No,No
HT,41,27,17.03,No,No
HT,41,28,17.03,No,No
HT,41,29,17.03,No,No
HT,41,30,17.03,No,No
HT,41,31,17.03,No,No
HT,41,32,17.03,No,No
HT,41,33,17.03,No,No
HT,41,34,17.03,No,No
HT,41,35,17.03,No,No
HT,41,36,17.03,No,No
HT,41,37,17.03,No,No
HT,41,38,17.03,No,No
HT,41,39,17.03,No,No
HT,41,40,17.03,No,No
HT,41,41,17.03,No,No
HT,41,42,17.03,No,No
HT,41,43,17.03,No,No
HT,41,44,17.03,No,No
HT,41,45,17.03,No,No
HT,42,7,15.07,No,No
HT,42,8,15.58,No,No
HT,42,9,15.84,No,No
HT,42,10,16.09,No,No
HT,42,11,16.35,No,No
HT,42,12,16.61,No,No
HT,42,13,16.78,No,No
HT,42,14,16.95,No,No
HT,42,15,16.95,No,No
HT,42,16,16.95,No,No
HT,42,17,16.95,No,No
HT,42,18,16.95,No,No
HT,42,19,16.95,No,No
HT,42,20,16.95,No,No
HT,42,21,16.95,No,No
HT,42,22,16.95,No,No
HT,42,23,16.95,No,No
HT,42,24,16.95,No,No
HT,42,25,16.95,No,No
HT,42,26,16.95,No,No
HT,42,27,16.95,No,No
HT,42,28,16.95,No,No
HT,42,29,16.95,No,No
HT,42,30,16.95,No,No
HT,42,31,16.95,No,No
HT,42,32,16.95,No,No
HT,42,33,16.95,No,No
HT,42,34,16.95,No,No
HT,42,35,16.95,No,No
HT,42,36,16.95,No,No
HT,42,37,16.95,No,No
HT,42,38,16.95,No,No
HT,42,39,16.95,No,No
HT,42,40,16.95,No,No
HT,42,41,16.95,No,No
HT,42,42,16.95,No,No
HT,42,43,16.95,No,No
HT,42,44,16.95,No,No
HT,42,45,16.95,No,No
HT,43,7,14.55,No,No
HT,43,8,15.19,No,No
HT,43,9,15.52,No,No
HT,43,10,15.84,No,No
HT,43,11,16.14,No,No
HT,43,12,16.44,No,No
HT,43,13,16.61,No,No
HT,43,14,16.78,No,No
HT,43,15,16.78,No,No
HT,43,16,16.78,No,No
HT,43,17,16.78,No,No
HT,43,18,16.78,No,No
HT,43,19,16.78,No,No
HT,43,20,16.78,No,No
HT,43,21,16.78,No,No
HT,43,22,16.78,No,No
HT,43,23,16.78,No,No
HT,43,24,16.78,No,No
HT,43,25,16.78,No,No
HT,43,26,16.78,No,No
HT,43,27,16.78,No,No
HT,43,28,16.78,No,No
HT,43,29,16.78,No,No
HT,43,30,16.78,No,No
HT,43,31,16.78,No,No
HT,43,32,16.78,No,No
HT,43,33,16.78,No,No
HT,43,34,16.78,No,No
HT,43,35,16.78,No,No
HT,43,36,16.78,No,No
HT,43,37,16.78,No,No
HT,43,38,16.78,No,No
HT,43,39,16.78,No,No
HT,43,40,16.78,No,No
HT,43,41,16.78,No,No
HT,43,42,16.78,No,No
HT,43,43,16.78,No,No
HT,43,44,16.78,No,No
HT,43,45,16.78,No,No
HT,44,7,14.04,No,No
HT,44,8,14.81,No,No
HT,44,9,15.19,No,No
HT,44,10,15.58,No,No
HT,44,11,15.92,No,No
HT,44,12,16.26,No,No
HT,44,13,16.44,No,No
HT,44,14,16.61,No,No
HT,44,15,16.61,No,No
HT,44,16,16.61,No,No
HT,44,17,16.61,No,No
HT,44,18,16.61,No,No
HT,44,19,16.61,No,No
HT,44,20,16.61,No,No
HT,44,21,16.61,No,No
HT,44,22,16.61,No,No
HT,44,23,16.61,No,No
HT,44,24,16.61,No,No
HT,44,25,16.61,No,No
HT,44,26,16.61,No,No
HT,44,27,16.61,No,No
HT,44,28,16.61,No,No
HT,44,29,16.61,No,No
HT,44,30,16.61,No,No
HT,44,31,16.61,No,No
HT,44,32,16.61,No,No
HT,44,33,16.61,No,No
HT,44,34,16.61,No,No
HT,44,35,16.61,No,No
HT,44,36,16.61,No,No
HT,44,37,16.61,No,No
HT,44,38,16.61,No,No
HT,44,39,16.61,No,No
HT,44,40,16.61,No,No
HT,44,41,16.61,No,No
HT,44,42,16.61,No,No
HT,44,43,16.61,No,No
HT,44,44,16.61,No,No
HT,44,45,16.61,No,No
HT,45,10,15.15,No,No
HT,45,11,15.58,No,No
HT,45,12,16.01,No,No
HT,45,13,16.22,No,No
HT,45,14,16.44,No,No
HT,45,15,16.44,No,No
HT,45,16,16.44,No,No
HT,45,17,16.44,No,No
HT,45,18,16.44,No,No
HT,45,19,16.44,No,No
HT,45,20,16.44,No,No
HT,45,21,16.44,No,No
HT,45,22,16.44,No,No
HT,45,23,16.44,No,No
HT,45,24,16.44,No,No
HT,45,25,16.44,No,No
HT,45,26,16.44,No,No
HT,45,27,16.44,No,No
HT,45,28,16.44,No,No
HT,45,29,16.44,No,No
HT,45,30,16.44,No,No
HT,45,31,16.44,No,No
HT,45,32,16.44,No,No
HT,45,33,16.44,No,No
HT,45,34,16.44,No,No
HT,45,35,16.44,No,No
HT,45,36,16.44,No,No
HT,45,37,16.44,No,No
HT,45,38,16.44,No,No
HT,45,39,16.44,No,No
HT,45,40,16.44,No,No
HT,45,41,16.44,No,No
HT,45,42,16.44,No,No
HT,45,43,16.44,No,No
HT,45,44,16.44,No,No
HT,45,45,16.44,No,No
HT,46,10,14.72,No,No
HT,46,11,15.24,No,No
HT,46,12,15.75,No,No
HT,46,13,16.01,No,No
HT,46,14,16.26,No,No
HT,46,15,16.26,No,No
HT,46,16,16.26,No,No
HT,46,17,16.26,No,No
HT,46,18,16.26,No,No
HT,46,19,16.26,No,No
HT,46,20,16.26,No,No
HT,46,21,16.26,No,No
HT,46,22,16.26,No,No
HT,46,23,16.26,No,No
HT,46,24,16.26,No,No
HT,46,25,16.26,No,No
HT,46,26,16.26,No,No
HT,46,27,16.26,No,No
HT,46,28,16.26,No,No
HT,46,29,16.26,No,No
HT,46,30,16.26,No,No
HT,46,31,16.26,No,No
HT,46,32,16.26,No,No
HT,46,33,16.26,No,No
HT,46,34,16.26,No,No
HT,46,35,16.26,No,No
HT,46,36,16.26,No,No
HT,46,37,16.26,No,No
HT,46,38,16.26,No,No
HT,46,39,16.26,No,No
HT,46,40,16.26,No,No
HT,46,41,16.26,No,No
HT,46,42,16.26,No,No
HT,46,43,16.26,No,No
HT,46,44,16.26,No,No
HT,46,45,16.26,No,No
HT,47,10,14.21,No,No
HT,47,11,14.77,No,No
HT,47,12,15.32,No,No
HT,47,13,15.62,No,No
HT,47,14,15.92,No,No
HT,47,15,15.92,No,No
HT,47,16,15.92,No,No
HT,47,17,15.92,No,No
HT,47,18,15.92,No,No
HT,47,19,15.92,No,No
HT,47,20,15.92,No,No
HT,47,21,15.92,No,No
HT,47,22,15.92,No,No
HT,47,23,15.92,No,No
HT,47,24,15.92,No,No
HT,47,25,15.92,No,No
HT,47,26,15.92,No,No
HT,47,27,15.92,No,No
HT,47,28,15.92,No,No
HT,47,29,15.92,No,No
HT,47,30,15.92,No,No
HT,47,31,15.92,No,No
HT,47,32,15.92,No,No
HT,47,33,15.92,No,No
HT,47,34,15.92,No,No
HT,47,35,15.92,No,No
HT,47,36,15.92,No,No
HT,47,37,15.92,No,No
HT,47,38,15.92,No,No
HT,47,39,15.92,No,No
HT,47,40,15.92,No,No
HT,47,41,15.92,No,No
HT,47,42,15.92,No,No
HT,47,43,15.92,No,No
HT,47,44,15.92,No,No
HT,47,45,15.92,No,No
HT,48,10,13.7,No,No
HT,48,11,14.3,No,No
HT,48,12,14.89,No,No
HT,48,13,15.24,No,No
HT,48,14,15.58,No,No
HT,48,15,15.58,No,No
HT,48,16,15.58,No,No
HT,48,17,15.58,No,No
HT,48,18,15.58,No,No
HT,48,19,15.58,No,No
HT,48,20,15.58,No,No
HT,48,21,15.58,No,No
HT,48,22,15.58,No,No
HT,48,23,15.58,No,No
HT,48,24,15.58,No,No
HT,48,25,15.58,No,No
HT,48,26,15.58,No,No
HT,48,27,15.58,No,No
HT,48,28,15.58,No,No
HT,48,29,15.58,No,No
HT,48,30,15.58,No,No
HT,48,31,15.58,No,No
HT,48,32,15.58,No,No
HT,48,33,15.58,No,No
HT,48,34,15.58,No,No
HT,48,35,15.58,No,No
HT,48,36,15.58,No,No
HT,48,37,15.58,No,No
HT,48,38,15.58,No,No
HT,48,39,15.58,No,No
HT,48,40,15.58,No,No
HT,48,41,15.58,No,No
HT,48,42,15.58,No,No
HT,48,43,15.58,No,No
HT,48,44,15.58,No,No
HT,48,45,15.58,No,No
HT,49,12,14.38,No,No
HT,49,13,14.77,No,No
HT,49,14,15.15,No,No
HT,49,15,15.15,No,No
HT,49,16,15.15,No,No
HT,49,17,15.15,No,No
HT,49,18,15.15,No,No
HT,49,19,15.15,No,No
HT,49,20,15.15,No,No
HT,49,21,15.15,No,No
HT,49,22,15.15,No,No
HT,49,23,15.15,No,No
HT,49,24,15.15,No,No
HT,49,25,15.15,No,No
HT,49,26,15.15,No,No
HT,49,27,15.15,No,No
HT,49,28,15.15,No,No
HT,49,29,15.15,No,No
HT,49,30,15.15,No,No
HT,49,31,15.15,No,No
HT,49,32,15.15,No,No
HT,49,33,15.15,No,No
HT,49,34,15.15,No,No
HT,49,35,15.15,No,No
HT,49,36,15.15,No,No
HT,49,37,15.15,No,No
HT,49,38,15.15,No,No
HT,49,39,15.15,No,No
HT,49,40,15.15,No,No
HT,49,41,15.15,No,No
HT,49,42,15.15,No,No
HT,49,43,15.15,No,No
HT,49,44,15.15,No,No
HT,49,45,15.15,No,No
HT,50,12,13.87,No,No
HT,50,13,14.3,No,No
HT,50,14,14.72,No,No
HT,50,15,14.72,No,No
HT,50,16,14.72,No,No
HT,50,17,14.72,No,No
HT,50,18,14.72,No,No
HT,50,19,14.72,No,No
HT,50,20,14.72,No,No
HT,50,21,14.72,No,No
HT,50,22,14.72,No,No
HT,50,23,14.72,No,No
HT,50,24,14.72,No,No
HT,50,25,14.72,No,No
HT,50,26,14.72,No,No
HT,50,27,14.72,No,No
HT,50,28,14.72,No,No
HT,50,29,14.72,No,No
HT,50,30,14.72,No,No
HT,50,31,14.72,No,No
HT,50,32,14.72,No,No
HT,50,33,14.72,No,No
HT,50,34,14.72,No,No
HT,50,35,14.72,No,No
HT,50,36,14.72,No,No
HT,50,37,14.72,No,No
HT,50,38,14.72,No,No
HT,50,39,14.72,No,No
HT,50,40,14.72,No,No
HT,50,41,14.72,No,No
HT,50,42,14.72,No,No
HT,50,43,14.72,No,No
HT,50,44,14.72,No,No
HT,50,45,14.72,No,No
LB,0,-10,15.16,No,No
LB,0,-9,15.21,No,No
LB,0,-8,15.25,No,No
LB,0,-7,15.3,No,No
LB,0,-6,15.3,No,No
LB,0,-5,15.3,No,No
LB,0,-4,15.34,No,No
LB,0,-3,15.39,No,No
LB,0,-2,15.43,No,No
LB,0,-1,15.5,No,No
LB,0,0,15.56,No,No
LB,0,1,15.56,No,No
LB,0,2,15.56,No,No
LB,0,3,15.56,No,No
LB,0,4,15.56,No,No
LB,0,5,15.56,No,No
LB,0,6,15.56,No,No
LB,0,7,15.56,No,No
LB,0,8,15.56,No,No
LB,0,9,15.56,No,No
LB,0,10,15.56,No,No
LB,0,11,15.56,No,No
LB,0,12,15.56,No,No
LB,0,13,15.56,No,No
LB,0,14,15.56,No,No
LB,0,15,15.56,No,No
LB,0,16,15.56,No,No
LB,0,17,15.56,No,No
LB,0,18,15.56,No,No
LB,0,19,15.56,No,No
LB,0,20,15.56,No,No
LB,0,21,15.56,No,No
LB,0,22,15.56,No,No
LB,0,23,15.56,No,No
LB,0,24,15.56,No,No
LB,0,25,15.56,No,No
LB,0,26,15.56,No,No
LB,0,27,15.56,No,No
LB,0,28,15.56,No,No
LB,0,29,15.56,No,No
LB,0,30,15.56,No,No
LB,0,31,15.56,No,No
LB,0,32,15.56,No,No
LB,0,33,15.56,No,No
LB,0,34,15.56,No,No
LB,0,35,15.56,No,No
LB,0,36,15.56,No,No
LB,0,37,15.56,No,No
LB,0,38,15.56,No,No
LB,0,39,15.56,No,No
LB,0,40,15.56,No,No
LB,1,-10,15.16,No,No
LB,1,-9,15.21,No,No
LB,1,-8,15.25,No,No
LB,1,-7,15.3,No,No
LB,1,-6,15.3,No,No
LB,1,-5,15.3,No,No
LB,1,-4,15.34,No,No
LB,1,-3,15.39,No,No
LB,1,-2,15.43,No,No
LB,1,-1,15.5,No,No
LB,1,0,15.56,No,No
LB,1,1,15.56,No,No
LB,1,2,15.56,No,No
LB,1,3,15.56,No,No
LB,1,4,15.56,No,No
LB,1,5,15.56,No,No
LB,1,6,15.56,No,No
LB,1,7,15.56,No,No
LB,1,8,15.56,No,No
LB,1,9,15.56,No,No
LB,1,10,15.56,No,No
LB,1,11,15.56,No,No
LB,1,12,15.56,No,No
LB,1,13,15.56,No,No
LB,1,14,15.56,No,No
LB,1,15,15.56,No,No
LB,1,16,15.56,No,No
LB,1,17,15.56,No,No
LB,1,18,15.56,No,No
LB,1,19,15.56,No,No
LB,1,20,15.56,No,No
LB,1,21,15.56,No,No
LB,1,22,15.56,No,No
LB,1,23,15.56,No,No
LB,1,24,15.56,No,No
LB,1,25,15.56,No,No
LB,1,26,15.56,No,No
LB,1,27,15.56,No,No
LB,1,28,15.56,No,No
LB,1,29,15.56,No,No
LB,1,30,15.56,No,No
LB,1,31,15.56,No,No
LB,1,32,15.56,No,No
LB,1,33,15.56,No,No
LB,1,34,15.56,No,No
LB,1,35,15.56,No,No
LB,1,36,15.56,No,No
LB,1,37,15.56,No,No
LB,1,38,15.56,No,No
LB,1,39,15.56,No,No
LB,1,40,15.56,No,No
LB,2,-10,15.16,No,No
LB,2,-9,15.21,No,No
LB,2,-8,15.25,No,No
LB,2,-7,15.3,No,No
LB,2,-6,15.3,No,No
LB,2,-5,15.3,No,No
LB,2,-4,15.34,No,No
LB,2,-3,15.39,No,No
LB,2,-2,15.43,No,No
LB,2,-1,15.5,No,No
LB,2,0,15.56,No,No
LB,2,1,15.56,No,No
LB,2,2,15.56,No,No
LB,2,3,15.56,No,No
LB,2,4,15.56,No,No
LB,2,5,15.56,No,No
LB,2,6,15.56,No,No
LB,2,7,15.56,No,No
LB,2,8,15.56,No,No
LB,2,9,15.56,No,No
LB,2,10,15.56,No,No
LB,2,11,15.56,No,No
LB,2,12,15.56,No,No
LB,2,13,15.56,No,No
LB,2,14,15.56,No,No
LB,2,15,15.56,No,No
LB,2,16,15.56,No,No
LB,2,17,15.56,No,No
LB,2,18,15.56,No,No
